Movie, Genre, Actor,Actor2,Actor3
The Corruptor,Action,Byron Mann,Vincent Schiavelli,Paul Sorvino
Mud,Drama,Matthew McConaughey,Toby Jones,Julia Ormond
Reno 911!: Miami,Comedy,Wendi McLendon-Covey,Philip Baker Hall,Hope Davis
One Direction: This Is Us,Documentary,Harry Styles,Nia Long,Larenz Tate
"The Goods: Live Hard, Sell HardÂ ",Comedy,Rob Riggle,Allison Tolman,Wendell Pierce
Hey Arnold! The Movie,Adventure,Jennifer Jason Leigh,Chad Allen,Jack Guzman
My Week with Marilyn,Biography,Eddie Redmayne,Kirsten Dunst,Carmen Electra
The Matador,Comedy,Adam Scott,Stephen Root,Diedrich Bader
Love Jones,Drama,Leonard Roberts,Kirstie Alley,Ellen Barkin
The Gift,Mystery,Busy Philipps,Danny Huston,Jon Polito
End of the Spear,Adventure,Chase Ellison,Daniel Stern,Jeanne Tripplehorn
Get Over It,Comedy,Mila Kunis,Alexa PenaVega,Hunter Parrish
Office Space,Comedy,Gary Cole,Dennis Franz,Gregg Henry
Drop Dead Gorgeous,Comedy,Kirsten Dunst,Will Forte,Powers Boothe
Big Eyes,Biography,Christoph Waltz,Benedict Wong,Sergi LÃ_pez
Very Bad Things,Comedy,Jon Favreau,Kate Winslet,Seth MacFarlane
Sleepover,Comedy,Steve Carell,Angelina Jolie Pitt,Rufus Sewell
Body Double,Mystery,Melanie Griffith,William Morgan Sheppard,Wendi McLendon-Covey
MacGruber,Action,Jasper Cole,Mark Moses,Rob Huebel
Dirty Pretty Things,Crime,Sophie Okonedo,Stephen Root,Alia Shawkat
Movie 43,Comedy,Hugh Jackman,T.J. Thyne,Tamara Taylor
The Tourist,Action,Johnny Depp,Beverly D'Angelo,Stacy Keach
Over Her Dead Body,Comedy,Stephen Root,Johanna Braddy,Lee Tergesen
Seeking a Friend for the End of the World,Adventure,Steve Carell,Kelsey Grammer,Jerry Stiller
Cedar Rapids,Comedy,Kurtwood Smith,Clotilde Mollet,Carlo Cecchi
BonesÂ             ,Comedy,Michaela Conlin,Richard Farnsworth,Everett McGill
American History X,Crime,Ethan Suplee,James Franco,Frankie Muniz
The Collection,Action,Daniel Sharman,Philip Baker Hall,Patricia Belcher
Teacher's Pet,Animation,Nathan Lane,Iddo Goldberg,India de Beaufort
The Red Violin,Drama,Johannes Silberschneider,Randy Quaid,Christopher Guest
The Straight Story,Biography,Sissy Spacek,Gillian Jacobs,Jillian Estell
Deuces Wild,Action,Norman Reedus,Tamala Jones,Dave Foley
Bad Words,Comedy,Beth Grant,Toby Huss,FranÃ§ois Chau
"Run, Fatboy, RunÂ ",Comedy,Dylan Moran,Jennifer Garner,Melissa Benoist
Heartbeeps,Comedy,Bernadette Peters,Evan Ross,Rae Dawn Chong
Black or White,Drama,Jennifer Ehle,Waris Ahluwalia,Alba Rohrwacher
On the Line,Comedy,Jerry Stiller,Diedrich Bader,Esai Morales
Rescue Dawn,Adventure,Christian Bale,Michael Wincott,Lena Olin
Danny Collins,Comedy,Al Pacino,Lesley Ann Warren,William Lucking
"Jeff, Who Lives at HomeÂ ",Comedy,Judy Greer,Loretta Devine,Jennifer Esposito
I Am Love,Drama,Flavio Parenti,Anthony LaPaglia,Elizabeth McGovern
Atlas Shrugged II: The Strike,Drama,Robert Picardo,Tracey Walter,Dennis Burkley
Romeo Is Bleeding,Action,Gary Oldman,Tim DeKay,Agnes Bruckner
The Limey,Crime,Peter Fonda,Kevin Nealon,Nicholas Turturro
Crash,Crime,Don Cheadle,Michael Rapaport,Jada Pinkett Smith
The House of Mirth,Drama,Eric Stoltz,Stephanie Vogt,Gen Seto
Malone,Action,Cliff Robertson,William Hootkins,John Gielgud
Peaceful Warrior,Drama,Scott Mechlowicz,Maria Dizzia,Dree Hemingway
Bucky Larson: Born to Be a Star,Comedy,Don Johnson,Eddie 'Piolin' Sotelo,Robert Peters
Bamboozled,Comedy,Gillian White,John Neville,Lynn Redgrave
The Forest,Horror,Eoin Macken,Oliver Platt,Mitch Pileggi
Sphinx,Adventure,Frank Langella,Anne Hathaway,Jim Broadbent
While We're Young,Comedy,Naomi Watts,James Franco,Robert Davi
A Better Life,Drama,DemiÃ¡n Bichir,Olaf Lubaszenko,Olgierd Lukaszewicz
Spider,Drama,Miranda Richardson,Rekha,Sharat Saxena
Gun Shy,Comedy,Liam Neeson,Melanie Griffith,Kevin Nealon
Nicholas Nickleby,Drama,Charlie Hunnam,Scott A. Martin,Carol Sutton
The Iceman,Biography,Chris Evans,Gary Cole,Robert Pralgo
DekalogÂ             ,Drama,Krystyna Janda,Minnie Driver,Maury Chaykin
Krrish,Action,Naseeruddin Shah,Lee Majors,Will Forte
Cecil B. DeMented,Comedy,Alicia Witt,Norah Jones,Adriane Lenox
Killer Joe,Crime,Matthew McConaughey,Ben Gazzara,George DiCenzo
The Joneses,Comedy,Demi Moore,Jeanne Tripplehorn,David Thornton
Owning Mahowny,Crime,Philip Seymour Hoffman,Sergej Trifunovic,Ned Bellamy
The Brothers Solomon,Comedy,Jenna Fischer,Karen Mok,Kwok-Kwan Chan
My Blueberry Nights,Drama,Natalie Portman,Cheryl Tiegs,Anna Vareschi
Illuminata,Drama,Beverly D'Angelo,FranÃ§ois Cluzet,Michel Serrault
Swept Away,Comedy,Bruce Greenwood,Claire Foy,Haluk Bilginer
"War, Inc.Â ",Action,Bashar Rahal,Aitana SÃ¡nchez-GijÃ_n,Romane Bohringer
Shaolin Soccer,Action,Wei Zhao,Ashraf Barhom,Lubna Azabal
The Brown Bunny,Drama,Vincent Gallo,Ryan Donowho,Larry Fessenden
The Swindle,Comedy,Isabelle Huppert,Danny Dyer,Mary McCormack
Rosewater,Biography,Numan Acar,Daryl Sabara,Henry Simmons
The Chambermaid on the Titanic,Drama,Olivier Martinez,Toby Stephens,Laura Harris
Coriolanus,Drama,Gerard Butler,DulÃ© Hill,Jeffrey Combs
Imaginary Heroes,Comedy,Kip Pardue,Ally Sheedy,Kerry Cahill
High Heels and Low Lifes,Action,Minnie Driver,Michael Winslow,G.W. Bailey
World's Greatest Dad,Comedy,Robin Williams,Nate Parker,Lee Norris
Severance,Comedy,Danny Dyer,AndrÃ©s Montiel,William Miller
Edmond,Drama,Joe Mantegna,Jared Gilman,James Brolin
Welcome to the Rileys,Drama,Kristen Stewart,Harvey Weinstein,Ryan O'Neal
Police Academy: Mission to Moscow,Comedy,Christopher Lee,Justin Timberlake,Ted Danson
Blood Done Sign My Name,Drama,Ricky Schroder,Scott Porter,Aaron Yoo
"Cinco de Mayo, La BatallaÂ ",Drama,Jorge Luis Moreno,Minnie Driver,Anthony Edwards
Elsa & Fred,Comedy,Chris Noth,Corbin Bleu,Sandra EcheverrÃ_a
An Alan Smithee Film: Burn Hollywood Burn,Comedy,Eric Idle,Reef Ireland,Sean Keenan
The Open Road,Comedy,Jeff Bridges,Tamala Jones,Glenn Plummer
The Good Guy,Comedy,Adrian Martinez,Drew Waters,Larry Miller
Motherhood,Comedy,Stephanie Szostak,Leonor Watling,Danny Sapani
Free Style,Drama,Madison Pettis,Gyton Grantley,Adrienne Pickering
Strangerland,Drama,Nicholas Hamilton,Rip Torn,Kelly Preston
The Janky Promoters,Comedy,Mike Epps,Craig Fairbrass,Adrian Holmes
Blonde Ambition,Comedy,Drew Fuller,Mishael Morgan,Chase Armitage
The Oxford Murders,Crime,Jim Carter,Kevin Zegers,Michael McElhatton
The Reef,Horror,Damian Walshe-Howling,Tom Arnold,Amanda Troop
Eulogy,Comedy,Zooey Deschanel,Ayelet Zurer,Derek Jacobi
White Noise 2: The Light,Drama,Teryl Rothery,Charlotte BÃ¸ving,SigrÃ_Ã°ur MarÃ_a EgilsdÃ_ttir
You Got Served: Beat the World,Drama,Shane Pollard,Mark Addy,Shabana Azmi
Fifty Dead Men Walking,Drama,Jim Sturgess,Henry Rollins,Jason London
Jungle Shuffle,Adventure,Drake Bell,Jesse Moss,John Light
Adam Resurrected,Drama,Veronica Ferres,Luke Perry,Jon Gries
Of Horses and Men,Comedy,Ingvar Eggert SigurÃ°sson,Woo-sung Jung,Dal-su Oh
It's a Wonderful Afterlife,Comedy,Sendhil Ramamurthy,Katrina Bowden,Kathleen Turner
The Devil's Tomb,Action,Ray Winstone,Callum Rennie,Dustin Milligan
Partition,Drama,Jimi Mistry,Martin Starr,Wendie Malick
Good Intentions,Comedy,Elaine Hendrix,Victor Rivers,Enrique Murciano
"The Good, the Bad, the WeirdÂ ",Action,Kang-ho Song,Mike Epps,Rolando Molina
Nurse 3D,Horror,Boris Kodjoe,Jordana Brewster,Akon
Gunless,Action,Tyler Mane,Burt Kwouk,Desmond Llewelyn
Adventureland,Comedy,Kristen Stewart,Alfie Allen,Malese Jow
The Lost City,Drama,Danny Pino,Emmanuelle Riva,Jean-Louis Trintignant
Next Friday,Comedy,John Witherspoon,Heather O'Rourke,Zelda Rubinstein
American Heist,Action,Hayden Christensen,Roger Cross,Jesse Garcia
You Only Live Twice,Action,Donald Pleasence,Sid Caesar,Spencer Tracy
Plastic,Action,Mem Ferda,Lola DueÃ±as,Antonio de la Torre
Amour,Drama,Isabelle Huppert,Joe Flaherty,Don Francks
Poltergeist III,Horror,Tom Skerritt,Michael Angarano,HÃ©ctor JimÃ©nez
Re-Kill,Action,Daniella Alonso,Jim Broadbent,Kristin Scott Thomas
"It's a Mad, Mad, Mad, Mad WorldÂ ",Action,Jonathan Winters,Michaela McManus,Luisa D'Oliveira
Volver,Comedy,Carmen Maura,Steven Michael Quezada,Kabir Bedi
Heavy Metal,Adventure,John Vernon,Kirsten Dunst,Charlotte Rampling
Gentlemen Broncos,Adventure,Jizelle Jade,Keisha Castle-Hughes,Luke Ford
Richard III,Drama,Robert Downey Jr.,Katrina Kaif,Vic Waghorn
Into the Grizzly Maze,Action,Scott Glenn,Yaphet Kotto,Bolaji Badejo
Kites,Action,BÃ¡rbara Mori,Edwin Neal,Marilyn Burns
Melancholia,Drama,Alexander SkarsgÃ¥rd,Scout Taylor-Compton,Johnny Lewis
Red Dog,Biography,Noah Taylor,Paul Michael Glaser,Rosalind Harris
Jab Tak Hai Jaan,Drama,Shah Rukh Khan,Earl Cameron,Lois Maxwell
Alien,Horror,Tom Skerritt,Shanley Caswell,Parker Bagley
The Texas Chain Saw Massacre,Horror,Gunnar Hansen,Alessandro Preziosi,Lunetta Savino
The Runaways,Biography,Kristen Stewart,Jada Pinkett Smith,Blair Underwood
Fiddler on the Roof,Drama,Topol,Sanaa Lathan,Jarrod Bunch
Thunderball,Action,Desmond Llewelyn,Alex Vincent,Dinah Manoff
Detention,Comedy,Josh Hutcherson,Tucker Albrizzi,Bill Clinton
Loose Cannons,Comedy,Riccardo Scamarcio,Zach Gilford,Roberta Valderrama
Set It Off,Action,Vivica A. Fox,Lauren German,Shawn Hatosy
The Best Man,Comedy,Harold Perrineau,Fred Willard,Paula GarcÃ©s
Child's Play,Fantasy,Catherine Hicks,Gary Oldman,William Petersen
Sicko,Documentary,Michael Moore,Nia Long,Herbert Russell
The Purge: Anarchy,Action,Noel Gugliemi,Denholm Elliott,Ralph Bellamy
Down to You,Comedy,Rosario Dawson,Crystal Lowe,Andrea Martin
Harold & Kumar Go to White Castle,Adventure,Ethan Embry,Tate Taylor,Patrick Cranshaw
The Contender,Drama,Jeff Bridges,Derek Jacobi,Danny Webb
Boiler Room,Crime,Vin Diesel,David Zayas,Gbenga Akinnagbe
Trading Places,Comedy,Don Ameche,Freddy RodrÃ_guez,Maria Conchita Alonso
Black Christmas,Horror,Oliver Hudson,Nicky Katt,Dylan Kussman
Breakin' All the Rules,Comedy,Jennifer Esposito,Rory Culkin,Bill Irwin
Henry V,Action,Brian Blessed,Matt Ross,Chris Young
The Savages,Comedy,Philip Seymour Hoffman,Drew Fuller,Mircea Monroe
Chasing Papi,Comedy,Carlos Ponce,Katherine Kelly Lang,Hunter Tylo
The Way of the Gun,Action,Kristin Lehman,John Carradine,Robert Urich
Igby Goes Down,Comedy,Kieran Culkin,John Doman,Carly Schroeder
PCU,Comedy,Jon Favreau,Garry Shandling,Dagmara Dominczyk
The Ultimate Gift,Drama,Bill Cobbs,Amy Poehler,David Arquette
The Bold and the BeautifulÂ             ,Drama,Ronn Moss,Eddie Izzard,Janet McTeer
The Ice Pirates,Action,Anjelica Huston,Jun Kunimura,Woo-hee Chun
Gracie,Biography,Emma Bell,Heather Morris,Kevin McHale
Trust the Man,Comedy,Billy Crudup,Chatchai Plengpanich,Mai Charoenpura
Hamlet 2,Comedy,Steve Coogan,Adrienne Barbeau,Sally Kirkland
Velvet Goldmine,Drama,Christian Bale,Julie Engelbrecht,Lionel Abelanski
The Wailing,Fantasy,Jung-min Hwang,Ruth Sheen,Gary McDonald
Glee: The 3D Concert Movie,Documentary,Lea Michele,Will Patton,Shaun Evans
The Legend of Suriyothai,Action,Sarunyu Wongkrachang,Vince Colosimo,Peter Callan
Two Evil Eyes,Horror,John Amos,Joshua Mikel,D.B. Sweeney
Barbecue,Comedy,Lambert Wilson,Thure Lindhardt,Christian Berkel
All or Nothing,Drama,Lesley Manville,Kip Pardue,Perrey Reeves
Princess Kaiulani,Drama,Q'orianka Kilcher,Warren Clarke,John Henshaw
Opal Dream,Drama,Jacqueline McKenzie,Ronit Elkabetz,Ã‰milie Dequenne
Heist,Action,Robert De Niro,Erika Christensen,Jonathan Tucker
Flame and Citron,Drama,Lars Mikkelsen,Linda Kozlowski,David Gulpilil
Undiscovered,Comedy,Fisher Stevens,Steven Waddington,Donald Sumpter
Red Riding: In the Year of Our Lord 1974,Crime,Andrew Garfield,Sarah Polley,Stephen Rea
The Girl on the Train,Drama,Catherine Deneuve,Gyton Grantley,Steve Le Marquand
Veronika Decides to Die,Drama,Sarah Michelle Gellar,MaÃ¯wenn,Karin Viard
Crocodile Dundee,Adventure,Paul Hogan,Fisher Stevens,Denis O'Hare
"Ultramarines: A Warhammer 40,000 MovieÂ ",Action,Sean Pertwee,James Arnold Taylor,Tom Kane
The I Inside,Mystery,Stephen Graham,Mike Dopud,Celina Jade
Beneath Hill 60,Drama,Harrison Gilbertson,Jami Gertz,Jason Patric
Polisse,Crime,Riccardo Scamarcio,Beth Grant,Debrianna Mansini
Awake,Crime,Hayden Christensen,Frederic Forrest,Alan Bates
Star Wars: The Clone WarsÂ             ,Action,Dee Bradley Baker,Christina Milian,Boris Kodjoe
Skin Trade,Action,Michael Jai White,David Hemmings,Milo O'Shea
The Lost Boys,Comedy,Dianne Wiest,Louisa Milwood-Haigh,Stian Smestad
Crazy Heart,Drama,Jeff Bridges,Chris Klein,Molly Hagan
The Rose,Drama,David Keith,Brooke Smith,Tabu
Baggage Claim,Comedy,Djimon Hounsou,Romany Malco,Skyler Samuels
Barbarella,Adventure,Jane Fonda,Max Beesley,Valarie Pettiford
Shipwrecked,Adventure,BjÃ¸rn Sundquist,Cicely Tyson,Brad James
Election,Comedy,Matthew Broderick,Sung-kee Ahn,Kyung-gu Sol
The Namesake,Drama,Jacinda Barrett,Paul Schneider,Samuel Roukin
The DUFF,Comedy,Bella Thorne,Jimmy Shergill,Christopher B. Duncan
Glitter,Drama,Mariah Carey,Chris Penn,Lori Singer
The Haunting in Connecticut 2: Ghosts of Georgia,Drama,Abigail Spencer,,
Silmido,Action,Yu-mi Jeong,Casey Siemaszko,Vanessa Martinez
Bright Star,Biography,Abbie Cornish,Clive Standen,Riteish Deshmukh
My Name Is Khan,Adventure,Shah Rukh Khan,Orla Fitzgerald,Martin Lucey
Footloose,Drama,Dianne Wiest,Madhuri Dixit,Aditya Roy Kapoor
All Is Lost,Action,Robert Redford,William Zabka,William Bassett
Limbo,Adventure,Mary Elizabeth Mastrantonio,Deborah Kerr,Robert Taylor
Namastey London,Comedy,Katrina Kaif,Paris Hilton,Paul Sorvino
The Wind That Shakes the Barley,Drama,Padraic Delaney,BergÃ_zar Korel,Ghassan Massoud
Yeh Jawaani Hai Deewani,Comedy,Ranbir Kapoor,Eric Stoltz,Phil LaMarr
The Karate Kid,Action,Martin Kove,Jim Henson,Dom DeLuise
Quo Vadis,Biography,Peter Ustinov,Michael Papajohn,James Huang
Repo! The Genetic Opera,Horror,Alexa PenaVega,Lindsay Price,Jay Chandrasekhar
Valley of the Wolves: Iraq,Action,Necati Sasmaz,Angela Cartwright,Nicholas Hammond
Pulp Fiction,Crime,Bruce Willis,Howard Morris,Patrick Cronin
The Muppet Movie,Adventure,Madeline Kahn,Steven Christopher Parker,Jill Talley
Nightcrawler,Crime,Jake Gyllenhaal,Frances Lee McCain,Casey Siemaszko
Club Dread,Comedy,Brittany Daniel,Megan Burns,David Schneider
The Sound of Music,Biography,Eleanor Parker,Marques Houston,Steve Harvey
Splash,Comedy,Tom Hanks,Patrick McGoohan,Fred Ward
Little Miss Sunshine,Comedy,Steve Carell,Sanaa Lathan,Wendell Pierce
Stand by Me,Adventure,Marshall Bell,Lynn Whitfield,Della Reese
28 Days Later...,Drama,Noah Huntley,Anna Kendrick,Bryce Dallas Howard
You Got Served,Drama,Jennifer Freeman,David Denman,Daisy Betts
Escape from Alcatraz,Biography,Clint Eastwood,Hal Holbrook,Adrienne Barbeau
Brown Sugar,Comedy,Boris Kodjoe,Lola Glaudini,Josh Pais
A Thin Line Between Love and Hate,Comedy,Faizon Love,Dabney Coleman,Mary Kay Place
50/50,Comedy,Joseph Gordon-Levitt,Natalie Stephany Aguilar,Justin Hall
Shutter,Horror,James Kyson,Denzel Washington,Brian Blessed
Creepshow,Comedy,Ted Danson,George Lazenby,Desmond Llewelyn
That Awkward Moment,Comedy,Mackenzie Davis,Philip Winchester,Jeff Marlow
Modern Problems,Comedy,Brian Doyle-Murray,Heather Langenkamp,Tracy Middendorf
Kicks,Adventure,Tina Gilton,Mark Webber,Keri Lynn Pratt
Much Ado About Nothing,Comedy,Keanu Reeves,Sean Michael Afable,Tzi Ma
On Her Majesty's Secret Service,Action,Telly Savalas,Harland Williams,Clarence Williams III
The PlayerÂ             ,Action,Nick Wechsler,Frances Conroy,Harry Connick Jr.
New Nightmare,Fantasy,Miko Hughes,Amr Waked,Kayvan Novak
Drive Me Crazy,Comedy,Stephen Collins,Justin Theroux,Samantha Mathis
Akeelah and the Bee,Drama,Curtis Armstrong,Zooey Deschanel,Tim Blake Nelson
Half Baked,Comedy,Dave Chappelle,Richard Howland,Sarain Boylan
New in Town,Comedy,J.K. Simmons,Julie Benz,Clifton Collins Jr.
Syriana,Drama,Matt Damon,Omar Metwally,Diego Velazquez
American Psycho,Crime,Christian Bale,Ben Falcone,Michaela Watkins
The Good Girl,Drama,Jake Gyllenhaal,Dan Byrd,Fred Armisen
Bon Cop Bad Cop,Action,Colm Feore,Joe Morton,Larenz Tate
The Boondock Saints II: All Saints Day,Action,Norman Reedus,Udo Kier,Catherine McCormack
The City of Your Final Destination,Drama,Alexandra Maria Lara,Thomas McDonell,Aimee Teegarden
Enough Said,Comedy,Christopher Nicholas Smith,Michael Rapaport,Carol Kane
Easy A,Comedy,Emma Stone,Nia Long,Jake Busey
The Inkwell,Comedy,Jada Pinkett Smith,John de Lancie,Mark Feuerstein
Shadow of the Vampire,Drama,Eddie Izzard,Vanessa Redgrave,Samuel West
Prom,Comedy,Cameron Monaghan,Joseph Gilgun,Ruth Negga
The Pallbearer,Comedy,Mark Margolis,Tom Noonan,David Thewlis
Held Up,Comedy,Barry Corbin,Imelda Staunton,Phil Davis
Woman on Top,Comedy,Harold Perrineau,Isabelle Huppert,Emmanuelle BÃ©art
Howards End,Drama,Anthony Hopkins,Tia Carrere,Vernee Watson
PreacherÂ             ,Adventure,Dominic Cooper,Vince Vieluf,Kevin Rahm
Anomalisa,Animation,Jennifer Jason Leigh,Jeremy Davies,Jim Gaffigan
Another Year,Comedy,Jim Broadbent,Robbie Kay,Sally Hawkins
8 Women,Comedy,Catherine Deneuve,Jim Broadbent,Gina McKee
Showdown in Little Tokyo,Action,Cary-Hiroyuki Tagawa,Laurel Holloman,Amy Locane
Clay Pigeons,Comedy,Janeane Garofalo,Marina Sirtis,John Gielgud
It's Kind of a Funny Story,Comedy,ZoÃ« Kravitz,Mick Lally,Evan McGuire
Made in Dagenham,Biography,Bob Hoskins,Karen Pittman,Mary Catherine Garrison
When Did You Last See Your Father?,Biography,Colin Firth,Bruce Dern,Rory Culkin
Prefontaine,Biography,Kurtwood Smith,Tony Devon,Alexa Havins
The Wicked Lady,Adventure,Faye Dunaway,Hayley Atwell,Charlotte Rampling
The Secret of Kells,Adventure,Sean Lennon,Robin Wright,Alfre Woodard
Begin Again,Drama,James Corden,Catherine McCormack,Steven Mackintosh
Down in the Valley,Drama,Hunter Parrish,Henry Czerny,Kesun Loder
Brooklyn Rules,Crime,Jerry Ferrara,Eddie Griffin,Jacob Vargas
Restless,Drama,Rufus Sewell,Rupert Everett,Geoff Bell
The Singing Detective,Comedy,Robert Downey Jr.,Larry Drake,Johnny Whitworth
The Land Girls,Drama,Anna Friel,Jack O'Connell,Kevin McNally
Fido,Comedy,Alexia Fast,Brad Renfro,Dash Mihok
The Wendell Baker Story,Comedy,Will Ferrell,Chris Owen,William Hootkins
Wild Target,Action,Rupert Grint,Zen McGrath,William Shimell
Pathology,Crime,John de Lancie,Takeshi Kusao,TesshÃ´ Genda
Wuthering HeightsÂ             ,Drama,Tom Hardy,Olivia Wilde,Jason Flemyng
10th & Wolf,Crime,Brian Dennehy,Roy Dupuis,Julie LeBreton
Dear Wendy,Comedy,Michael Angarano,Josh Henderson,Grant Bowler
Aloft,Drama,Ian Tracey,Ruby Lin,Jack Kao
Akira,Action,Mitsuo Iwata,Ben Miles,Darren Boyd
The Death and Life of Bobby Z,Action,Paul Walker,Lucy Fry,Natalie Coughlin
The Rocket: The Legend of Rocket Richard,Biography,Stephen McHattie,Ludivine Sagnier,Jean-Claude Lecas
Swelter,Action,Rachel Ann Mullins,Mark Wingett,Kacey Clarke
My Lucky Star,Action,Leehom Wang,Joan Chen,Anna Katarina
Imagine Me & You,Comedy,Celia Imrie,Helena Mattsson,Craig Sheffer
Mr. Church,Drama,Mckenna Grace,Jessica Tandy,Patti LuPone
Swimming Pool,Crime,Charlotte Rampling,Mekhi Phifer,Vivica A. Fox
Green Street 3: Never Back Down,Action,Spencer Wilding,Anita Mui,Garvin Cross
The Blood of Heroes,Action,Delroy Lindo,Reda Kateb,ÃÅngela Molina
Code of Honor,Action,Scott Takeda,Cameron Bright,Todd Louiso
Driving Miss Daisy,Comedy,Morgan Freeman,Lauren German,Stanislav Ianevski
Soul Food,Comedy,Vanessa Williams,Olivia Williams,Ellie Kendrick
Rumble in the Bronx,Action,FranÃ§oise Yip,Bridgette Wilson-Sampras,Clyde Kusatsu
Far from Men,Drama,Viggo Mortensen,Beau Bridges,Nastassja Kinski
Thank You for Smoking,Comedy,J.K. Simmons,Chi McBride,Alan Van Sprang
Hostel: Part II,Horror,Jay Hernandez,Paul Gross,Kari Matchett
An Education,Drama,Dominic Cooper,Jenny McCarthy,Richard Bull
Shopgirl,Drama,Frances Conroy,Brenda Strong,Tiffany Dupont
The Hotel New Hampshire,Comedy,Joely Richardson,Mila Kunis,Clifton Collins Jr.
Narc,Crime,Jason Patric,Cheech Marin,Bruce Dern
Men with Brooms,Comedy,Molly Parker,Edouard Baer,Roschdy Zem
Witless Protection,Comedy,Ivana Milicevic,Om Puri,Natalie Mendoza
The Work and the Glory,Drama,Eric Johnson,Jenny Agutter,Vincent Regan
Extract,Comedy,J.K. Simmons,Loretta Devine,Jennifer Esposito
Masked and Anonymous,Comedy,Jeff Bridges,Michael McElhatton,Mark Williams
Alias Betty,Comedy,Sandrine Kiberlain,Nathin Butler,Razaaq Adoti
Code 46,Drama,Samantha Morton,Mary Goggin,Vic Aviles
Outside Bet,Comedy,Bob Hoskins,Gena Rowlands,Danielle Darrieux
Crash,Crime,Don Cheadle,Teri Polo,Haley Bennett
Albert Nobbs,Drama,Mia Wasikowska,Elyas M'Barek,Jennifer Ulrich
Black November,Action,Akon,Bella Heathcote,Charles Baker
Ta Ra Rum Pum,Comedy,Saif Ali Khan,Jack O'Connell,Sean Harris
Persepolis,Animation,Catherine Deneuve,James Franco,Kirsten Dunst
The Hole,Adventure,Bruce Dern,William Hootkins,Ayla Kell
The Wave,Drama,Max Riemelt,Jennifer Garner,Rainn Wilson
The Neon Demon,Horror,Keanu Reeves,Aki Aleong,Brahim Achabbakhe
Harry Brown,Action,Joseph Gilgun,Lois Maxwell,Jill St. John
Spider-Man 3,Action,J.K. Simmons,Marlon Brando,Robert Duvall
The Omega Code,Action,George Coe,Cynthia Rhodes,Lee Ving
Juno,Comedy,J.K. Simmons,ChloÃ« Grace Moretz,Zooey Deschanel
